,Price,Area,rooms,type,Date,City,District,price_per_m2
0,40000.0,44.0,1,new,"June 24, 2023",Tashkent,Yunusabad district,909.09
2,60000.0,42.61,1,new,"June 15, 2023",Tashkent,Yunusabad district,1408.12
6,45000.0,42.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,1071.43
10,71891.0,46.0,1,new,"June 25, 2023",Tashkent,Yunusabad district,1562.85
16,43500.0,43.0,1,new,"June 20, 2023",Tashkent,Yunusabad district,1011.63
29,39500.0,45.0,1,new,"June 24, 2023",Tashkent,Almazar district,877.78
31,45000.0,44.0,1,new,"June 11, 2023",Tashkent,Almazar district,1022.73
34,49000.0,42.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1166.67
37,45000.0,44.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1022.73
41,56000.0,43.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1302.33
42,46500.0,45.0,1,new,"June 25, 2023",Tashkent,Yunusabad district,1033.33
43,44500.0,45.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,988.89
44,57000.0,42.0,1,new,"June 25, 2023",Tashkent,Yakkasarai district,1357.14
45,60000.0,50.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,1200.0
46,55000.0,42.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1309.52
48,72000.0,45.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,1600.0
49,44000.0,50.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,880.0
52,75000.0,42.0,1,new,"June 25, 2023",Tashkent,Yunusabad district,1785.71
53,53000.0,45.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1177.78
57,46400.0,43.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1079.07
64,47000.0,44.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,1068.18
83,36200.0,45.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,804.44
93,46000.0,42.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1095.24
112,41200.0,42.0,1,new,"June 25, 2023",Tashkent,Uchtepinsky district,980.95
113,40000.0,48.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,833.33
117,53000.0,58.0,1,new,"June 25, 2023",Tashkent,Almazar district,913.79
121,38000.0,42.0,1,new,"June 25, 2023",Tashkent,Mirabad district,904.76
134,45000.0,43.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1046.51
136,40500.0,42.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,964.29
140,54500.0,43.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1267.44
149,49000.0,45.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1088.89
156,48500.0,45.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1077.78
160,63000.0,50.0,1,new,"June 25, 2023",Tashkent,Yakkasarai district,1260.0
161,63000.0,50.0,1,new,"June 25, 2023",Tashkent,Mirabad district,1260.0
162,63000.0,50.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1260.0
169,46500.0,46.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1010.87
171,61000.0,48.0,1,new,"June 25, 2023",Tashkent,Yunusabad district,1270.83
174,33000.0,42.0,1,new,"June 25, 2023",Tashkent,Yashnabad district,785.71
175,55500.0,48.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1156.25
182,36200.0,45.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,804.44
192,54000.0,45.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1200.0
201,60000.0,43.0,1,new,"June 25, 2023",Tashkent,Yunusabad district,1395.35
203,48500.0,42.0,1,new,"June 25, 2023",Tashkent,Almazar district,1154.76
213,51200.0,42.0,1,new,"June 25, 2023",Tashkent,Chilanzar district,1219.05
226,46000.0,45.0,1,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1022.22
231,80000.0,42.0,1,new,"June 25, 2023",Tashkent,Yakkasarai district,1904.76
242,39000.0,64.0,2,new,"June 25, 2023",Tashkent,Bektemir district,609.38
243,70000.0,80.0,2,new,"June 23, 2023",Tashkent,Almazar district,875.0
244,56500.0,48.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,1177.08
245,82500.0,70.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,1178.57
246,57000.0,47.0,2,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1212.77
247,56000.0,48.0,2,new,"June 24, 2023",Tashkent,Yashnabad district,1166.67
248,62000.0,58.0,2,new,"June 25, 2023",Tashkent,Shaikhantahur district,1068.97
249,84500.0,70.0,2,new,"June 25, 2023",Tashkent,Mirabad district,1207.14
250,49000.0,50.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,980.0
251,33500.0,46.0,2,new,"June 25, 2023",Tashkent,Yashnabad district,728.26
252,65000.0,62.0,2,new,"June 25, 2023",Tashkent,Almazar district,1048.39
253,43000.0,56.0,2,new,"June 25, 2023",Tashkent,Yashnabad district,767.86
254,49700.0,50.0,2,new,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,994.0
255,75000.0,56.0,2,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1339.29
256,70000.0,60.0,2,new,"June 25, 2023",Tashkent,Sergeli district,1166.67
257,50000.0,58.0,2,new,"May 31, 2023",Tashkent,Sergeli district,862.07
258,92000.0,65.0,2,new,"June 24, 2023",Tashkent,Yakkasarai district,1415.38
259,75000.0,60.27,2,new,"June 24, 2023",Tashkent,Sergeli district,1244.4
260,50000.0,60.0,2,new,"June 25, 2023",Tashkent,Almazar district,833.33
261,55000.0,58.0,2,new,"June 21, 2023",Tashkent,Almazar district,948.28
262,62500.0,50.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,1250.0
263,66500.0,47.0,2,new,"June 24, 2023",Tashkent,Chilanzar district,1414.89
264,61500.0,60.55,2,new,"June 25, 2023",Tashkent,Almazar district,1015.69
265,65000.0,60.0,2,new,"June 25, 2023",Tashkent,Yashnabad district,1083.33
266,68000.0,65.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,1046.15
267,51500.0,42.0,2,new,"June 23, 2023",Tashkent,Chilanzar district,1226.19
268,218000.0,60.0,2,new,"June 24, 2023",Tashkent,Shaikhantahur district,3633.33
269,61000.0,58.0,2,new,"June 24, 2023",Tashkent,Almazar district,1051.72
270,66000.0,57.0,2,new,"June 25, 2023",Tashkent,Yunusabad district,1157.89
271,70000.0,50.0,2,new,"June 24, 2023",Tashkent,Yunusabad district,1400.0
272,63000.0,58.0,2,new,"June 25, 2023",Tashkent,Yunusabad district,1086.21
274,79000.0,62.6,2,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1261.98
275,50500.0,50.0,2,new,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,1010.0
276,119000.0,65.0,2,new,"June 24, 2023",Tashkent,Yunusabad district,1830.77
277,53500.0,57.0,2,new,"June 24, 2023",Tashkent,Yunusabad district,938.6
278,90000.0,55.0,2,new,"June 24, 2023",Tashkent,Chilanzar district,1636.36
279,78000.0,52.0,2,new,"June 23, 2023",Tashkent,Yunusabad district,1500.0
280,80000.0,74.0,2,new,"June 25, 2023",Tashkent,Almazar district,1081.08
281,55000.0,60.0,2,new,"June 24, 2023",Tashkent,Almazar district,916.67
282,66000.0,48.0,2,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1375.0
283,76500.0,66.0,2,new,"June 25, 2023",Tashkent,Mirabad district,1159.09
284,67000.0,63.0,2,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1063.49
285,75000.0,58.0,2,new,"June 25, 2023",Tashkent,Yakkasarai district,1293.1
286,52000.0,50.0,2,new,"June 25, 2023",Tashkent,Sergeli district,1040.0
287,89000.0,59.0,2,new,"June 24, 2023",Tashkent,Mirabad district,1508.47
289,58500.0,45.0,2,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1300.0
290,58000.0,67.0,2,new,"June 14, 2023",Tashkent,Uchtepinsky district,865.67
291,83000.0,63.0,2,new,"June 25, 2023",Tashkent,Almazar district,1317.46
292,67000.0,64.0,2,new,"June 25, 2023",Tashkent,Yashnabad district,1046.88
293,60000.0,50.0,2,new,"June 25, 2023",Tashkent,Yashnabad district,1200.0
294,65500.0,64.0,2,new,"June 25, 2023",Tashkent,Yunusabad district,1023.44
295,100000.0,66.5,2,new,"June 24, 2023",Tashkent,Mirabad district,1503.76
296,55000.0,48.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,1145.83
297,54000.0,52.0,2,new,"June 25, 2023",Tashkent,Yunusabad district,1038.46
298,53000.0,53.0,2,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1000.0
299,37500.0,56.32,2,new,"June 25, 2023",Tashkent,Bektemir district,665.84
300,155000.0,57.0,2,new,"June 25, 2023",Tashkent,Shaikhantahur district,2719.3
301,63500.0,55.0,2,new,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,1154.55
302,57500.0,50.0,2,new,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,1150.0
303,89999.0,42.0,2,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,2142.83
304,66000.0,55.0,2,new,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,1200.0
305,58000.0,50.6,2,new,"June 24, 2023",Tashkent,Yashnabad district,1146.25
306,68500.0,46.0,2,new,"June 23, 2023",Tashkent,Chilanzar district,1489.13
307,65157.0,61.71,2,new,"June 23, 2023",Tashkent,Yunusabad district,1055.86
309,54000.0,48.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,1125.0
310,57500.0,54.0,2,new,"June 25, 2023",Tashkent,Yunusabad district,1064.81
311,62000.0,60.0,2,new,"June 14, 2023",Tashkent,Yunusabad district,1033.33
313,70000.0,60.0,2,new,"June 25, 2023",Tashkent,Chilanzar district,1166.67
314,60000.0,62.0,2,new,"May 29, 2023",Tashkent,Mirabad district,967.74
316,73000.0,75.0,3,new,"June 25, 2023",Tashkent,Yakkasarai district,973.33
317,57500.0,63.0,3,new,"June 23, 2023",Tashkent,Chilanzar district,912.7
318,48103.0,78.0,3,new,"June 25, 2023",Tashkent,Yakkasarai district,616.71
319,82000.0,70.0,3,new,"June 23, 2023",Tashkent,Almazar district,1171.43
320,45000.0,50.0,3,new,"June 25, 2023",Tashkent,Chilanzar district,900.0
321,64000.0,77.0,3,new,"June 23, 2023",Tashkent,Yashnabad district,831.17
322,95000.0,70.0,3,new,"June 24, 2023",Tashkent,Almazar district,1357.14
323,85000.0,67.0,3,new,"June 24, 2023",Tashkent,Yunusabad district,1268.66
324,68000.0,72.0,3,new,"June 23, 2023",Tashkent,Yashnabad district,944.44
325,59000.0,70.0,3,new,"June 25, 2023",Tashkent,Chilanzar district,842.86
326,72000.0,59.0,3,new,"June 25, 2023",Tashkent,Chilanzar district,1220.34
327,70000.0,72.0,3,new,"June 25, 2023",Tashkent,Yashnabad district,972.22
328,110000.0,72.0,3,new,"June 25, 2023",Tashkent,Yunusabad district,1527.78
329,78000.0,70.0,3,new,"June 25, 2023",Tashkent,Yakkasarai district,1114.29
330,52500.0,53.0,3,new,"June 25, 2023",Tashkent,Mirabad district,990.57
331,67000.0,71.0,3,new,"June 24, 2023",Tashkent,Chilanzar district,943.66
332,69999.0,86.0,3,new,"June 24, 2023",Tashkent,Yakkasarai district,813.94
333,85000.0,85.0,3,new,"June 24, 2023",Tashkent,Yunusabad district,1000.0
334,60347.0,70.0,3,new,"June 25, 2023",Tashkent,Almazar district,862.1
335,90000.0,76.0,3,new,"June 23, 2023",Tashkent,Yunusabad district,1184.21
336,85000.0,104.0,3,new,"June 25, 2023",Tashkent,Chilanzar district,817.31
338,55000.0,77.0,3,new,"June 25, 2023",Tashkent,Bektemir district,714.29
339,92000.0,72.0,3,new,"June 25, 2023",Tashkent,Shaikhantahur district,1277.78
340,94000.0,88.0,3,new,"June 25, 2023",Tashkent,Shaikhantahur district,1068.18
341,88000.0,85.0,3,new,"June 24, 2023",Tashkent,Yakkasarai district,1035.29
342,75000.0,72.0,3,new,"June 25, 2023",Tashkent,Yunusabad district,1041.67
343,89900.0,62.0,3,new,"June 25, 2023",Tashkent,Uchtepinsky district,1450.0
344,105000.0,72.0,3,new,"June 23, 2023",Tashkent,Almazar district,1458.33
345,70500.0,71.0,3,new,"June 22, 2023",Tashkent,Almazar district,992.96
346,76000.0,63.0,3,new,"June 25, 2023",Tashkent,Chilanzar district,1206.35
347,153000.0,90.0,3,new,"June 24, 2023",Tashkent,Shaikhantahur district,1700.0
348,79000.0,78.42,3,new,"June 25, 2023",Tashkent,Mirabad district,1007.4
349,105000.0,70.0,3,new,"June 24, 2023",Tashkent,Yunusabad district,1500.0
350,85000.0,72.0,3,new,"June 23, 2023",Tashkent,Chilanzar district,1180.56
351,80000.0,100.0,3,new,"June 25, 2023",Tashkent,Sergeli district,800.0
352,103000.0,70.0,3,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1471.43
353,190000.0,135.0,3,new,"June 25, 2023",Tashkent,Shaikhantahur district,1407.41
354,140000.0,80.0,3,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1750.0
355,95000.0,85.0,3,new,"June 24, 2023",Tashkent,Yunusabad district,1117.65
356,71000.0,78.0,3,new,"June 25, 2023",Tashkent,Yashnabad district,910.26
357,73000.0,76.0,3,new,"June 24, 2023",Tashkent,Shaikhantahur district,960.53
359,73500.0,66.0,3,new,"June 24, 2023",Tashkent,Yunusabad district,1113.64
360,135000.0,80.0,3,new,"June 25, 2023",Tashkent,Yashnabad district,1687.5
361,80000.0,67.0,3,new,"June 25, 2023",Tashkent,Chilanzar district,1194.03
362,85000.0,75.0,3,new,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,1133.33
363,89900.0,72.0,3,new,"June 24, 2023",Tashkent,Shaikhantahur district,1248.61
364,90000.0,78.0,3,new,"June 25, 2023",Tashkent,Almazar district,1153.85
365,83000.0,84.0,3,new,"June 23, 2023",Tashkent,Yunusabad district,988.1
366,120000.0,78.0,3,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1538.46
367,63000.0,58.0,3,new,"June 25, 2023",Tashkent,Yunusabad district,1086.21
368,69000.0,61.0,3,new,"June 23, 2023",Tashkent,Yashnabad district,1131.15
369,81500.0,78.0,3,new,"June 25, 2023",Tashkent,Yunusabad district,1044.87
370,45000.0,60.0,3,new,"June 24, 2023",Tashkent,Yunusabad district,750.0
371,102000.0,80.0,3,new,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1275.0
372,120000.0,75.0,3,new,"June 23, 2023",Tashkent,Mirabad district,1600.0
373,70000.0,62.0,3,new,"June 25, 2023",Tashkent,Chilanzar district,1129.03
374,64500.0,78.0,3,new,"June 23, 2023",Tashkent,Yashnabad district,826.92
375,110000.0,150.0,3,new,"June 23, 2023",Tashkent,Bektemir district,733.33
376,71000.0,68.0,3,new,"June 25, 2023",Tashkent,Yakkasarai district,1044.12
377,105000.0,87.0,3,new,"June 20, 2023",Tashkent,Yunusabad district,1206.9
378,69900.0,86.0,3,new,"June 24, 2023",Tashkent,Yakkasarai district,812.79
380,70000.0,107.0,4,new,"June 25, 2023",Tashkent,Almazar district,654.21
381,86000.0,100.0,4,new,"June 25, 2023",Tashkent,Sergeli district,860.0
382,89900.0,99.0,4,new,"June 24, 2023",Tashkent,Sergeli district,908.08
383,120000.0,90.0,4,new,"June 23, 2023",Tashkent,Yunusabad district,1333.33
384,105000.0,98.0,4,new,"June 24, 2023",Tashkent,Sergeli district,1071.43
385,110000.0,90.0,4,new,"June 25, 2023",Tashkent,Chilanzar district,1222.22
386,77500.0,80.0,4,new,"June 25, 2023",Tashkent,Yunusabad district,968.75
